"","V1","B_COUNTRY_ALPHA","C_COW_ALPHA","V1A","V1B","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146_05","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185G","V185b","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213B","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","Q223_LOCAL","V232","V233","V233A","V234","V235","V236","V237","V237R2","V237R","V238","V238R","V238CS","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V253CS","V255","V256","V257","N_REGION_ISO","V258","V259","V259A","V260","V265","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","WEIGHTB","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","S024","S025","COW"
"11",5,"USA","USA",2,2,840,840,588,1,1,1,3,2,1,2,2,2,1,1,2,2,2,1,1,1,2,8,1,2,0,0,0,0,0,0,0,0,NA,1,2,2,2,1,2,1,2,2,2,1,1,7,8,4,2,3,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,8,1,3,3,1,1,4,1,3,2,1,1,3,5,5,5,4,3,4,2,2,2,1,8,7,4,8,3,1,3,2,NA,2,2,2,NA,1,2,2,3,3,3,3,2,2,2,7,1,8,4,8,4,4,5,3,7,3,1,1,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,4,3,9,8,8,8,8,8,8,8,9,6,2,2,3,1,1,3,2,2,2,2,NA,1,4,3,1,1,2,2,3,1,10100000,1,1,1,1,1,2,10,1,2,2,2,2,1,2,3,1,1,1,1,3,3,2,1,1,3,2,2,2,2,2,2,3,2,1,1,5,1240,1,1,2,2,2,2,2,1,840002,840002,840001,NA,4,1,1,1935,71,3,6,5,2,840003,18,2,4,NA,NA,NA,NA,NA,NA,1,NA,6,3,2,3,840052,3,1400,840006,NA,1240,0.570046,0.570046,2006,2,1,1,0,0.331667,1,0.246852,1,0,0,0.33,0.11,1,0,0,0,0,1,1,1,0,0.666667,1,0.33,0.66,0.66,0.55,1,0,0,1,0.333333,1,0,0.33,0.66,0.33,1,0,0,0.222222,0.074074,1,0,0.5,0.25,0.25,1,2,8400600011,0.456402,0.684602,84005212006,8405,8402006,2
"12",5,"USA","USA",2,1,840,840,455,1,1,1,1,4,2,2,2,1,2,1,2,1,2,1,2,1,2,5,2,0,1,0,0,1,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,3,1,6,6,2,1,4,4,3,3,3,5,2,2,1,2,3,3,3,3,2,3,2,4,3,2,4,2,2,3,2,1,2,2,1,5,5,2,3,3,6,6,2,3,5,1,2,2,7,2,1,1,2,3,NA,1,2,2,NA,1,3,3,1,1,1,1,1,1,1,1,1,3,2,2,2,2,5,5,9,2,1,2,2,3,2,2,3,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,4,2,4,1,10,1,10,10,1,10,10,10,10,10,10,1,3,2,1,3,NA,NA,NA,NA,NA,1,2,2,6,3,3,3,3,1,2,2,2e+07,7,1,2,2,2,2,10,1,5,1,5,1,1,1,1,1,10,6,10,10,10,10,1,3,3,2,1,2,2,2,2,3,1,2,1,10,1240,1,1,2,1,2,1,1,3,840002,840002,8,840001,840002,1,2,1935,71,3,6,6,3,840004,20,2,4,NA,NA,NA,NA,NA,NA,1,NA,5,2,3,2,840055,7,1400,840004,NA,1240,0.62005,0.62005,2006,2,5,3,2,0.3725,1,0.86,1,0.5,0.66,0.66,0.606667,1,0.33,0,1,0.443333,1,0,0,0,0,1,0.33,0.33,0.66,0.44,1,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,1,1,1,1,1,1,1,1,1,1,2,8400600012,0.496437,0.744655,84005212006,8405,8402006,2
"13",5,"USA","USA",2,2,840,840,1167,1,2,3,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,9,2,2,2,0,0,1,0,0,0,0,NA,1,2,1,1,2,2,1,2,2,2,3,2,8,4,2,1,1,3,2,1,1,1,1,2,2,2,3,2,1,2,2,3,1,9,2,1,1,3,4,2,1,3,1,1,1,3,3,2,3,1,2,3,2,3,2,1,10,7,4,9,2,1,2,3,NA,1,2,2,NA,2,3,2,3,2,2,3,3,3,2,8,1,3,1,8,1,1,8,10,7,3,1,1,2,3,2,3,2,1,4,3,3,1,2,3,4,3,2,2,3,1,2,3,2,4,3,4,1,5,1,10,4,9,9,10,9,10,10,10,8,1,2,1,3,2,3,3,1,3,1,2,1,10,3,3,2,3,2,1,2,2e+07,2,1,1,2,1,2,10,1,4,1,4,1,1,1,2,1,5,4,2,2,5,5,1,1,2,1,1,1,3,2,2,3,2,1,1,8,1240,1,1,2,2,2,2,1,1,840001,840001,8,840002,4,1,1,1927,79,3,6,5,2,840003,19,2,4,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,7,840055,4,1400,840001,NA,1240,0.520042,0.520042,2006,2,1,1,NA,0.179722,1,0.304722,1,0,0,0.33,0.11,1,0.33,0,0.166667,0.165556,1,0,1,0,0.333333,1,0,0,0.33,0.11,1,1,0,0,0.333333,1,1,0.66,0.33,0.663333,1,0.444444,0.111111,0.111111,0.222222,1,0,0,0,0,1,2,8400600013,0.416366,0.62455,84005212006,8405,8402006,2
"14",5,"USA","USA",2,NA,840,840,978,1,1,3,3,2,3,1,2,2,1,1,2,1,1,2,2,1,2,10,2,0,0,0,0,0,0,0,0,0,NA,1,2,1,2,1,1,1,1,2,2,3,3,NA,10,2,4,2,2,2,2,NA,1,1,2,2,3,3,3,NA,1,1,2,2,10,4,1,2,4,1,4,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1924,82,3,6,3,1,840001,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840045,NA,8000,840003,NA,1240,0.990079,0.990079,2006,2,2,3,0,NA,0.66,0.496733,0.915,0,NA,0,0.077,0.66,0.66,NA,NA,NA,0.66,NA,NA,NA,NA,0.66,NA,NA,NA,NA,0.66,0,0,1,0.333333,1,1,0.66,0.66,0.773333,1,NA,NA,NA,NA,0.66,1,0,0.5,0.5,1,2,8400600014,0.792698,1.189046,84005212006,8405,8402006,2
"15",5,"USA","USA",2,1,840,840,1149,1,2,2,2,2,1,1,3,2,2,1,2,2,2,2,1,2,2,5,2,2,2,0,0,1,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,2,2,5,10,2,1,3,3,3,3,4,1,1,2,2,NA,3,3,3,2,2,3,2,5,1,2,1,2,4,1,1,2,1,1,1,NA,NA,NA,6,3,3,6,1,3,1,1,6,5,5,5,2,1,1,1,NA,2,2,2,NA,2,4,4,1,3,3,3,3,3,3,9,1,9,1,9,1,1,9,8,9,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,3,3,3,3,4,4,2,3,4,4,4,4,1,1,5,10,3,1,8,10,8,8,9,8,8,1,2,1,3,NA,NA,NA,NA,NA,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1944,62,3,5,5,2,840003,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840055,NA,1400,840006,NA,1240,1.800144,1.800144,2006,5,1,2,NA,NA,0.745,0.348587,0.915,0,NA,0.33,0.22979,0.66,0,NA,NA,NA,0.66,NA,NA,NA,NA,0.66,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,0.5,0.66,0.66,0.606667,1,NA,NA,NA,NA,0.66,0.33,0,0.165,0.165,1,2,8400600015,1.441268,2.161902,84005212006,8405,8402006,2
"16",5,"USA","USA",2,1,840,840,964,1,2,2,3,1,2,1,1,2,2,1,1,1,1,2,2,1,2,9,2,0,0,0,0,0,0,0,0,0,NA,1,2,2,1,2,2,1,2,1,2,3,1,10,4,3,2,3,1,2,3,2,1,2,1,1,3,4,4,4,3,1,4,1,9,2,1,1,3,4,1,1,3,1,2,2,2,4,2,5,3,4,6,5,3,3,2,8,9,8,6,2,1,2,2,NA,1,2,2,NA,1,2,2,1,1,1,2,2,1,1,8,1,9,2,9,2,1,9,10,8,3,3,2,2,3,2,2,2,2,3,3,4,2,2,2,3,3,3,4,3,3,2,3,3,3,2,3,2,3,3,10,2,2,10,9,9,6,10,10,9,2,2,5,4,NA,NA,NA,NA,NA,3,NA,2,10,3,1,2,2,3,2,0,100000020,7,1,1,2,1,2,10,1,4,1,4,1,1,1,1,1,5,2,7,9,8,3,1,1,3,2,1,1,3,2,2,3,3,1,1,8,1240,2,1,2,1,2,1,1,3,840001,840001,8,5,4,1,2,1958,48,2,4,5,2,840003,18,2,3,2,2,3,2,10,1,1,NA,2,1,2,7,840057,4,1400,840005,NA,1240,1.87015,1.87015,2006,2,0,1,0,0.29,1,0.583334,1,0.5,0,0.66,0.386667,1,0.33,0,1,0.443333,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,1,1,0.666667,1,1,1,1,1,1,0.444444,0.666667,0.888889,0.666667,1,0,0,0,0,1,2,8400600016,1.497318,2.245976,84005212006,8405,8402006,2
"17",5,"USA","USA",2,2,840,840,1004,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,8,2,0,0,0,0,0,0,0,1,0,NA,1,2,2,2,2,2,1,2,2,2,2,1,8,4,1,2,3,2,2,2,3,5,1,2,1,2,3,3,3,3,2,3,2,5,1,2,1,2,1,2,1,1,2,2,1,4,5,2,3,3,5,3,5,3,4,1,8,8,6,5,2,1,2,2,NA,2,2,2,NA,1,2,2,3,2,3,3,1,2,1,4,1,4,1,8,3,5,6,9,7,3,1,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,2,4,2,3,3,NA,3,3,3,4,2,5,4,1,2,6,10,9,9,9,10,10,4,3,2,1,3,1,1,2,1,1,2,NA,2,8,1,2,3,2,1,1,2,2e+07,7,1,2,2,2,1,10,1,2,4,4,4,1,1,1,1,1,5,5,5,5,1,1,2,2,2,1,1,2,2,2,3,2,1,1,8,1240,1,1,2,1,2,2,2,2,8,8,840002,840001,840003,1,1,1949,57,3,5,6,3,840004,19,2,1,9,2,1,1,1,2,1,NA,9,2,4,3,840048,2,8000,840006,NA,1240,2.220178,2.220178,2006,2,2,2,NA,0.3725,1,0.266991,1,0.5,0.33,0.66,0.496667,1,0.33,0,1,0.443333,1,0,0,0,0,1,0.33,0.66,0.66,0.55,1,0,0,0,0,1,0.5,0.66,0.66,0.606667,1,0,0.444444,0.444444,0.296296,1,0.33,0,0.165,0.165,1,2,8400600017,1.777564,2.666346,84005212006,8405,8402006,2
"18",5,"USA","USA",2,1,840,840,1274,2,2,1,3,4,3,1,2,2,1,1,2,1,1,2,2,2,1,8,2,1,0,0,0,1,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,1,3,3,7,6,4,1,5,1,1,3,5,3,2,1,1,3,4,4,4,3,2,3,3,7,1,3,2,3,1,2,2,1,1,1,1,3,6,3,6,4,5,6,4,5,4,1,3,4,7,5,2,1,2,2,NA,1,2,2,NA,2,3,3,3,4,3,4,3,3,3,5,1,10,5,10,1,2,5,5,8,2,1,2,2,3,2,2,3,3,4,3,4,2,2,3,4,3,3,3,4,4,3,4,4,4,2,4,1,6,1,10,5,1,7,5,5,10,10,9,2,3,2,4,3,NA,NA,NA,NA,NA,3,NA,2,10,3,2,3,3,3,2,2,2e+07,6,1,1,1,1,1,6,1,5,1,5,1,2,2,2,1,8,5,9,9,9,1,1,2,3,1,1,2,2,1,1,3,3,1,1,NA,1240,1,1,1,1,1,1,1,3,840002,840002,8,NA,4,1,1,1935,71,3,6,7,3,840006,22,2,8,NA,NA,NA,NA,NA,NA,2,1,1,1,2,6,840057,5,1400,840003,NA,1240,0.440035,0.440035,2006,1,3,2,NA,0.483611,1,0.607963,1,0,0.33,0.66,0.33,1,0.66,0,0.833333,0.497778,1,1,1,0,0.666667,1,0.66,0.33,0.33,0.44,1,0,0,0,0,1,1,1,1,1,1,0.777778,0.888889,0.888889,0.851852,1,0.66,0.5,0.58,0.58,1,2,8400600018,0.35231,0.528465,84005212006,8405,8402006,2
"19",5,"USA","USA",2,1,840,840,1256,1,1,1,3,2,1,1,2,2,1,2,2,1,1,2,1,1,2,7,1,2,0,0,0,0,0,0,NA,0,NA,1,2,2,2,2,2,1,2,1,2,3,1,7,8,4,1,3,2,3,2,4,1,2,2,1,2,2,3,4,2,2,3,2,5,2,1,4,1,4,1,2,2,2,1,1,3,5,1,3,2,4,5,2,2,3,1,5,7,7,7,3,1,3,3,NA,2,2,2,NA,1,3,2,2,2,2,2,2,1,1,5,1,8,3,8,4,3,8,2,8,3,1,2,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,5,5,7,7,7,7,6,7,7,8,9,5,3,2,3,4,NA,NA,NA,NA,NA,2,NA,2,10,3,1,3,3,1,2,2,2e+07,2,1,1,1,1,2,8,1,2,4,2,4,1,1,1,1,5,1,5,5,6,2,1,1,2,2,1,1,2,2,2,1,1,1,1,8,1240,1,1,1,2,1,1,1,3,840001,840001,8,840002,840001,2,2,1950,56,3,5,5,2,840003,NA,2,1,5,2,8,8,9,2,2,1,7,3,2,6,840053,6,1400,840006,NA,1240,0.690055,0.690055,2006,1,1,2,NA,0.178889,1,0.442778,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.66,0.33,0.66,0.55,1,0,0,1,0.333333,1,1,0.33,0.66,0.663333,1,0.444444,0.444444,0.444444,0.444444,1,0.66,0,0.33,0.33,1,2,8400600019,0.552486,0.828729,84005212006,8405,8402006,2
"20",5,"USA","USA",2,2,840,840,391,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,9,NA,1,0,0,1,1,0,0,0,0,NA,1,2,2,2,2,2,2,2,2,1,3,1,9,9,4,3,1,1,2,1,3,1,2,2,2,1,4,4,4,2,1,2,2,3,2,3,1,2,2,4,1,3,1,1,1,1,6,1,1,NA,NA,4,NA,1,1,1,10,7,7,7,2,2,3,NA,NA,2,2,2,NA,NA,1,NA,NA,1,1,1,1,3,1,6,2,7,6,NA,10,6,8,9,9,3,1,1,1,3,3,3,1,1,3,NA,2,1,1,NA,4,3,NA,NA,3,3,3,3,NA,4,3,4,NA,5,5,10,6,NA,10,10,10,10,10,10,8,NA,2,1,NA,1,NA,1,1,1,2,NA,1,6,3,3,3,2,3,1,2,2e+07,7,1,2,2,2,2,10,1,4,1,2,2,1,1,1,1,5,1,5,1,5,1,1,1,1,1,1,1,1,2,2,1,1,1,1,6,1240,1,1,1,1,1,2,1,1,840002,840002,8,5,840002,1,2,1938,68,3,6,6,3,840004,NA,2,4,NA,NA,NA,NA,NA,NA,2,2,6,NA,2,6,840051,6,1400,840008,NA,1240,1.010081,1.010081,2006,2,3,2,1,0.138333,1,0.594491,1,0,0,0.33,0.11,1,0.33,0,1,0.443333,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0.666667,1,1,1,1,1,1,0.444444,0.444444,0,0.296296,1,0.33,0.5,0.415,0.415,1,2,8400600020,0.808712,1.213067,84005212006,8405,8402006,2
"21",5,"USA","USA",2,1,840,840,899,1,1,1,2,3,2,1,2,2,1,2,2,1,1,2,2,1,1,7,2,1,2,0,0,1,0,0,2,0,2,1,2,2,1,1,2,1,2,1,2,2,2,5,5,1,2,1,2,3,1,2,1,1,2,2,1,3,4,3,3,2,3,2,4,1,2,3,1,1,4,2,2,2,1,1,3,4,4,5,5,5,5,2,3,4,1,7,8,5,4,2,2,3,3,NA,2,2,2,NA,2,3,3,2,2,2,1,2,2,1,6,1,6,1,8,1,1,5,8,8,3,1,1,1,2,2,2,2,1,3,2,3,1,1,2,2,2,1,2,2,2,2,2,2,3,3,4,1,4,1,10,5,1,10,10,8,9,10,10,8,2,2,1,4,NA,NA,NA,NA,NA,2,NA,2,10,3,1,2,1,1,2,2,2e+07,7,1,2,2,1,2,5,1,4,1,4,2,1,1,1,1,1,1,5,8,9,5,1,1,2,1,1,2,2,2,2,3,3,1,1,8,1240,1,1,2,1,2,2,1,2,840001,840001,8,840002,840001,1,1,1921,85,3,6,5,2,840003,18,2,4,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,6,840050,5,1400,840003,NA,1240,0.600048,0.600048,2006,2,0,1,NA,0.165833,1,0.281852,1,0,0,0.66,0.22,1,0.33,0,1,0.443333,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.5,0.66,1,0.72,1,0,0.444444,0.777778,0.407407,1,0,0,0,0,1,2,8400600021,0.480423,0.720634,84005212006,8405,8402006,2
"22",5,"USA","USA",2,1,840,840,853,1,1,1,3,2,1,2,2,1,1,2,2,1,1,2,2,1,2,7,2,1,0,0,0,2,0,0,0,0,NA,2,1,2,2,2,2,2,2,2,2,3,1,10,7,2,1,1,2,1,1,1,6,2,2,1,1,3,3,3,3,1,4,1,4,1,3,1,4,2,1,2,2,3,1,1,1,6,1,4,2,6,4,6,5,4,2,5,10,10,6,3,1,1,2,NA,1,1,2,NA,2,2,3,1,1,1,1,1,1,1,8,1,9,10,6,1,1,6,10,10,3,2,2,2,4,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,1,1,2,2,3,1,1,1,10,1,1,1,1,1,8,1,3,2,3,5,NA,NA,NA,NA,NA,2,NA,2,1,1,3,3,1,1,1,0,100000020,6,1,2,2,2,2,7,1,5,1,1,1,1,5,1,1,5,1,10,10,10,1,1,2,3,2,2,3,3,2,2,1,1,1,1,10,1240,1,1,1,1,1,1,1,3,840002,840002,8,840001,840002,1,2,1956,50,3,4,4,2,840002,NA,2,1,5,2,10,1,5,1,1,NA,5,2,4,5,840048,5,200,840002,NA,1240,0.900072,0.900072,2006,1,3,2,1,0.400278,1,0.667454,1,0,0.33,0.66,0.33,1,0,0,0.833333,0.277778,1,1,0,0,0.333333,1,0.66,0.66,0.66,0.66,1,1,0,1,0.666667,1,1,0.66,0.66,0.773333,1,0.444444,1,1,0.814815,1,0.33,0.5,0.415,0.415,1,2,8400600022,0.720634,1.080951,84005212006,8405,8402006,2
"23",5,"USA","USA",2,1,840,840,830,1,1,1,3,1,1,2,1,1,1,1,2,1,2,2,1,2,2,5,2,1,0,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,1,2,2,2,2,1,5,1,1,3,1,1,1,1,1,1,1,2,1,3,3,4,4,1,1,2,1,5,1,3,3,1,4,3,2,1,1,1,1,1,4,1,1,2,4,6,3,4,2,1,8,9,7,10,2,1,3,3,NA,2,2,2,NA,2,3,3,1,4,4,2,3,3,2,6,1,10,10,1,1,1,8,6,8,3,2,2,2,3,3,3,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,7,1,9,9,1,10,2,10,1,10,6,6,2,2,1,3,NA,NA,NA,NA,NA,1,5,1,1,1,3,2,2,1,1,0,100000020,7,1,1,1,1,1,10,1,4,2,2,4,10,10,10,10,2,1,8,6,7,1,1,1,1,2,1,2,2,2,2,2,1,1,1,10,1240,1,1,2,1,2,1,2,1,840002,840002,8,840001,840002,1,2,1965,41,2,3,5,2,840003,21,2,1,7,2,1,1,7,2,1,NA,7,2,4,1,840041,8,200,840002,NA,1240,1.490119,1.490119,2006,4,2,1,0,0.526667,1,0.529537,1,0,0,0,0,1,0,0,1,0.333333,1,1,1,1,1,1,1,0.66,0.66,0.773333,1,1,0,1,0.666667,1,0.5,0.66,1,0.72,1,0.111111,0.777778,0.555556,0.481482,1,0,0.5,0.25,0.25,1,2,8400600023,1.19305,1.789575,84005212006,8405,8402006,2
"24",5,"USA","USA",2,2,840,840,1005,1,2,1,4,1,2,2,1,1,1,1,1,1,2,2,2,2,2,8,2,1,1,0,0,0,0,0,0,0,NA,1,2,2,2,2,2,2,2,2,2,2,2,8,5,2,1,2,3,2,2,3,1,1,1,1,2,3,3,3,2,2,3,2,7,3,1,1,4,1,4,1,2,1,2,1,3,5,4,5,4,5,5,5,4,3,1,10,10,8,8,4,3,3,3,NA,1,1,2,NA,2,3,2,2,2,1,1,1,1,1,5,2,5,5,6,5,6,5,5,7,3,1,3,2,4,2,2,2,2,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,8,6,6,4,5,7,10,10,4,10,7,NA,NA,2,5,1,1,1,1,1,1,2,NA,2,10,3,1,3,3,1,4,1,10100000,6,1,2,1,1,1,10,1,4,4,4,4,1,1,1,1,5,5,8,5,3,1,1,2,3,3,1,3,1,2,2,1,1,1,1,5,1240,1,2,2,2,2,2,2,2,840001,840001,840002,NA,NA,2,1,1971,35,2,3,5,2,840003,NA,2,1,7,3,6,5,7,1,1,NA,3,3,3,6,840053,7,1250,840010,NA,1240,0.570046,0.570046,2006,3,2,2,1,0.331111,1,0.706806,1,0.5,0.33,0.33,0.386667,1,0.33,0,0.833333,0.387778,1,0,0,0,0,1,0.33,0.66,0.66,0.55,1,1,1,1,1,1,0.5,0.66,0.66,0.606667,1,0.444444,0.777778,0.444444,0.555555,1,0.33,1,0.665,0.665,1,2,8400600024,0.456402,0.684602,84005212006,8405,8402006,2
"25",5,"USA","USA",2,1,840,840,49,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,8,1,0,0,0,0,0,0,0,0,0,NA,1,2,1,2,1,2,1,2,2,2,3,1,5,5,1,4,2,3,2,2,3,1,1,2,2,2,3,3,3,3,3,3,3,8,1,2,1,3,1,3,1,3,2,1,1,4,4,2,5,4,5,4,5,4,3,1,7,8,8,6,3,1,3,3,NA,2,2,2,NA,1,3,2,2,4,4,4,2,2,2,5,1,9,2,7,3,3,4,8,8,3,3,3,2,3,3,3,3,2,3,4,4,2,2,2,3,3,3,2,3,3,2,2,2,3,3,2,2,4,5,7,4,4,6,7,7,7,7,10,8,2,2,3,1,NA,NA,NA,NA,NA,2,NA,2,9,3,1,2,2,2,2,9,9e+07,6,1,2,2,1,2,8,1,2,4,2,4,1,1,1,1,1,1,3,3,2,1,1,1,3,2,1,1,2,2,2,1,1,1,1,5,1240,1,1,2,1,2,1,1,3,840001,840001,5,840003,840001,1,2,1957,49,2,4,6,3,840004,18,2,1,5,2,1,2,8,2,2,1,8,1,4,4,840052,1,1400,840006,NA,1240,0.710057,0.710057,2006,2,1,1,0,0.206945,1,0.313704,1,0,0,0.66,0.22,1,0,0,0.833333,0.277778,1,0,0,0,0,1,0.33,0.33,0.33,0.33,1,1,0,0,0.333333,1,1,0.66,0.66,0.773333,1,0,0.222222,0.222222,0.148148,1,0,0,0,0,1,2,8400600025,0.5685,0.85275,84005212006,8405,8402006,2
"26",5,"USA","USA",2,2,840,840,685,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,9,1,1,2,0,0,1,0,0,1,0,NA,1,2,2,2,2,2,1,2,2,2,2,1,9,5,1,2,2,1,3,2,4,1,1,2,2,1,3,3,3,2,1,3,2,9,1,2,3,1,1,4,2,3,2,1,1,2,4,2,2,1,1,2,2,2,2,1,8,6,9,8,2,1,3,1,NA,2,2,2,NA,1,3,3,1,1,1,1,2,1,1,7,1,6,3,7,2,2,5,7,6,3,1,2,1,2,2,2,2,1,3,3,3,2,2,2,3,3,3,3,2,2,1,2,3,1,3,4,2,5,1,8,3,3,9,8,8,8,9,9,9,2,2,1,3,2,1,2,1,2,2,NA,2,7,1,2,3,3,3,2,3,30100000,3,1,1,1,1,1,10,1,2,2,2,4,6,6,1,1,5,2,2,5,2,1,1,1,3,2,1,3,3,1,1,3,3,1,1,8,1240,1,1,2,1,2,2,2,3,840001,840001,8,5,840001,1,1,1972,34,2,2,7,3,840006,21,2,1,1,2,6,6,10,1,2,1,3,1,2,8,840056,5,1400,840002,NA,1240,0.75006,0.75006,2006,1,0,1,NA,0.193611,1,0.401667,1,0,0,0.33,0.11,1,0,0,0.333333,0.111111,1,1,0,0,0.333333,1,0,0.33,0.33,0.22,1,0,1,1,0.666667,1,0.5,0.66,0.66,0.606667,1,0.444444,0.111111,0.444444,0.333333,1,0,0,0,0,1,2,8400600026,0.600528,0.900793,84005212006,8405,8402006,2
