"","V1","V2","V2A","V3","happiness","health","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V27","religionmem","V30","V31","V32","V33","V34","V35","V37","V51","V52","V53","V54","V55","V56","V57","V64","V65","freedom","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V90A","V91","V92","V93","V94","V95","V96","V106","V107","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V135","V136","V137","V138","V140","V141","V144","V145","V146","V177","V178","V179","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V214","V215","V216","V218","V219","V220","V221","V222","V224","V226","income","V232","V233","V234","V236","V236A","V237","S024","S025","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","S018","S019","S021","COW","wave"
"2014",1,840,840,2014,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,3,3,3,3,3,3,3,3,1,1,2,2,2,NA,2,8,7,6,1,2,2,2,1,2,2,1,1,2,2,1,1,1,3,5,1,2,2,2,2,3,3,NA,NA,1,3,3,1,1,1,2,2,2,3,3,3,3,5,2,1,1,2,2,2,2,2,2,2,2,3,2,NA,1,1,1,NA,NA,NA,1,1,7,NA,2,2,2,2,3,3,3,3,5,5,5,2,5,1,2,1931,51,16,2,1,NA,1,NA,NA,7,3,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.474,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,NA,NA,0.66,1,1,1,1,1,0,0.33,0.33,0.22,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0.222222,0.222222,0.444444,0.296296,1,NA,NA,NA,NA,0.66,2,8400122014,0.598838,0.898257,84001211981,2,1
"2015",1,840,840,2015,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,NA,2,7,10,8,2,1,2,1,1,2,2,2,1,1,1,1,4,1,1,4,1,2,2,NA,NA,3,3,NA,NA,NA,3,3,3,NA,NA,NA,1,1,1,3,3,3,5,NA,3,1,2,3,3,3,2,2,3,1,3,0,5,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,NA,1,5,5,1,5,3,4,2,2,1933,49,17,NA,2,NA,2,NA,2,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.243333,0.83,NA,0.745,NA,0.33,NA,NA,0.66,NA,0,0.666667,0.4,0.66,0,0,0,0,1,0,0.66,0.33,0.33,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,NA,0.444444,0.444444,0.396,0.66,NA,NA,NA,NA,0.66,2,8400122015,0.598838,0.898257,84001211981,2,1
"2016",1,840,840,2016,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,2,2,3,3,3,1,2,1,2,2,1,NA,2,7,9,8,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,4,1,2,2,3,NA,NA,NA,1,2,1,2,1,1,1,1,1,1,2,2,3,3,2,1,2,3,3,1,2,2,3,3,1,1,2,6,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,2,1,5,1,3,1,1,1,1921,61,13,NA,7,NA,1,NA,2,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.28,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.833333,0.478,0.66,0,0,0,0,1,0.33,0.33,0.66,0.44,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.111111,0,0.037037,1,NA,NA,NA,NA,0.66,2,8400122016,0.598838,0.898257,84001211981,2,1
"2017",1,840,840,2017,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,3,3,3,3,1,2,1,2,2,2,1,NA,2,8,9,8,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,3,NA,NA,1,2,2,2,1,1,1,2,1,2,2,3,3,7,2,1,1,1,2,3,2,2,2,2,1,3,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,2,2,5,5,2,2,3,1,1,2,1950,32,21,NA,5,NA,2,NA,1,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.1195,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0.33,0,0.11,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0.111111,0.444444,0.444444,0.333333,1,NA,NA,NA,NA,0.66,2,8400122017,0.598838,0.898257,84001211981,2,1
"2018",1,840,840,2018,2,4,1,1,1,1,2,2,2,1,2,2,1,2,2,1,3,3,3,3,3,3,3,2,2,2,2,2,2,NA,2,5,5,5,1,1,1,1,1,2,1,2,1,1,2,1,1,2,3,3,1,2,2,2,2,3,1,NA,NA,1,1,2,1,1,1,1,3,3,3,3,3,3,5,NA,1,1,1,1,1,1,4,1,4,1,3,1,7,1,1,1,1,1,1,1,1,10,1,1,1,3,3,1,1,1,1,1,1,1,1,NA,2,2,1959,23,17,NA,1,NA,1,NA,NA,7,1,840010,NA,0.69614947,1,1981,8401,8401981,NA,0,0.303523,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,1,0.556,0.66,0,1,0,0.333333,1,0,0,0,0,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400122018,0.299419,0.449129,84001211981,2,1
"2019",1,840,840,2019,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,3,1,1,3,3,3,3,1,2,1,1,2,NA,2,5,10,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,3,NA,NA,1,2,3,1,1,1,2,2,1,3,3,1,3,5,3,1,1,2,2,1,1,1,2,3,1,1,8,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1926,56,21,NA,1,NA,1,NA,NA,NA,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,NA,0.1195,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0,0.33,0.11,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0.444444,0,0.148148,1,NA,NA,NA,NA,0.66,2,8400122019,0.598838,0.898257,84001211981,2,1
"2020",1,840,840,2020,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,2,1,2,2,1,1,NA,2,7,8,6,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,6,1,2,2,2,2,3,1,NA,NA,1,1,3,1,1,1,1,3,1,2,2,2,3,5,2,3,2,3,3,3,2,3,3,3,2,3,2,7,2,1,1,1,1,1,1,1,8,2,1,1,3,1,1,1,1,6,6,7,1,1,2,2,1,1936,46,19,NA,1,NA,1,NA,2,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.519273,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,1,1,0.979,0.66,0,1,0,0.333333,1,0.33,0.33,0.66,0.44,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.555556,0.555556,0.370371,1,NA,NA,NA,NA,0.66,2,8400122020,0.598838,0.898257,84001211981,2,1
"2021",1,840,840,2021,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,3,2,3,3,3,1,1,2,1,2,1,NA,2,3,9,9,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,4,1,1,2,3,3,NA,NA,1,2,3,1,1,1,1,2,1,2,2,3,3,9,2,3,4,3,2,4,2,3,4,2,1,1,2,3,1,1,1,1,1,1,1,1,8,1,1,3,6,1,1,3,1,5,6,4,2,3,2,2,2,1952,30,21,NA,1,NA,1,NA,1,10,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.47469,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0.333333,0.244,0.66,1,1,0,0.666667,1,1,0.33,0.66,0.663333,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0.222222,0.444444,0.555556,0.407407,1,NA,NA,NA,NA,0.66,2,8400122021,0.598838,0.898257,84001211981,2,1
"2022",1,840,840,2022,1,1,1,NA,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,1,2,2,1,1,NA,2,9,9,9,1,2,1,1,2,1,2,1,1,1,1,1,1,1,6,0,2,2,1,2,2,1,NA,NA,NA,1,1,2,1,1,1,1,4,1,3,2,3,NA,5,NA,1,1,1,2,1,2,2,2,1,3,3,2,4,1,1,1,1,NA,NA,1,1,6,2,3,2,4,4,2,1,1,1,2,3,1,1,2,1,1,1959,23,21,1,1,NA,2,NA,1,10,2,840010,NA,0.69614947,1,1981,8401,8401981,NA,0,0.4085,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.5,0.322,0.66,1,1,1,1,1,0,0.33,0,0.11,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0.111111,0.037037,1,NA,NA,NA,NA,0.66,2,8400122022,0.299419,0.449129,84001211981,2,1
"2023",1,840,840,2023,2,2,2,NA,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,3,1,1,3,2,2,2,2,2,2,NA,2,8,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,2,NA,2,2,2,3,1,NA,NA,NA,1,3,3,3,3,1,3,1,2,3,3,2,8,2,2,2,2,2,3,2,2,4,3,3,3,2,NA,1,1,NA,1,1,NA,NA,NA,5,2,1,1,1,1,1,8,5,5,5,5,5,5,3,2,1,1917,65,16,2,1,NA,2,NA,1,10,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.339253,0.83,NA,0.83,1,0.33,NA,0.68776,0.66,NA,0,NA,NA,0.66,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0.777778,0.444444,0.444444,0.555555,1,NA,NA,NA,NA,0.66,2,8400122023,0.598838,0.898257,84001211981,2,1
"2024",1,840,840,2024,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,3,2,3,3,3,2,1,2,2,1,2,NA,2,10,10,9,1,2,1,2,1,1,2,1,1,1,2,1,1,3,1,2,1,2,1,NA,2,2,2,NA,NA,NA,1,3,NA,1,1,1,3,1,NA,2,3,3,5,NA,2,2,2,3,3,2,2,2,2,2,3,2,2,2,1,NA,1,NA,2,1,1,9,1,1,1,1,1,1,3,3,5,5,5,5,NA,NA,1,2,1946,36,17,NA,2,NA,2,NA,1,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.28025,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,1,0.166667,0.589,0.66,0,0,0,0,1,0.33,0.33,0.33,0.33,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0.222222,0.444444,0.444444,0.37037,1,NA,NA,NA,NA,0.66,2,8400122024,0.598838,0.898257,84001211981,2,1
"2025",1,840,840,2025,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,3,3,3,3,3,3,2,2,2,2,1,1,NA,2,7,9,9,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,3,NA,NA,1,1,3,1,1,1,1,1,1,1,1,2,3,5,2,1,2,3,3,2,1,2,2,2,2,1,2,5,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,3,3,1,5,5,5,3,3,1,2,1959,23,18,NA,1,NA,2,NA,NA,10,2,840010,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.233,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.666667,0.4,0.66,0,0,0,0,1,0.33,0,0.66,0.33,1,0,1,0,0.333333,1,NA,NA,NA,NA,0.66,0.222222,0,0.444444,0.222222,1,NA,NA,NA,NA,0.66,2,8400122025,0.299419,0.449129,84001211981,2,1
"2026",1,840,840,2026,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,3,3,3,3,1,2,1,2,1,1,1,NA,2,10,9,10,1,2,1,2,1,1,2,1,2,1,1,1,1,1,5,2,1,4,1,2,2,3,NA,NA,NA,1,1,2,2,1,1,3,2,1,3,3,3,3,NA,1,2,1,1,3,3,2,1,4,4,1,3,2,1,1,1,1,2,1,1,1,1,10,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1900,82,19,NA,4,NA,1,NA,NA,7,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.183333,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,1,0,0,0.333333,1,0,0.33,0,0.11,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400122026,0.598838,0.898257,84001211981,2,1
"2027",1,840,840,2027,2,3,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,3,3,3,3,3,3,3,2,2,2,2,2,NA,2,8,7,5,1,1,2,2,1,2,2,1,2,2,2,2,1,3,1,6,1,5,1,1,1,3,3,NA,NA,1,1,3,2,1,1,NA,2,3,3,3,3,3,8,3,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,NA,1,2,10,1,1,1,1,1,1,1,1,8,5,2,2,2,1,1,2,1914,68,14,NA,1,NA,2,NA,NA,10,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,NA,0.1195,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0.33,0,0.11,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0.777778,0.444444,0.407407,1,NA,NA,NA,NA,0.66,2,8400122027,0.598838,0.898257,84001211981,2,1
"2028",1,840,840,2028,1,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,3,3,2,3,3,3,3,2,2,2,2,1,1,NA,2,9,9,8,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,2,1,3,1,NA,2,1,1,NA,NA,1,1,3,2,1,1,3,2,1,1,1,2,2,8,2,2,2,2,3,2,3,4,2,3,2,3,2,4,1,1,NA,1,2,2,1,1,8,2,1,1,2,1,2,1,8,10,10,8,1,3,2,1,1,1951,31,18,NA,1,NA,1,NA,2,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.407667,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.5,0.322,0.66,0,1,1,0.666667,1,0.33,0.66,0.33,0.44,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,1,1,0.666667,1,NA,NA,NA,NA,0.66,2,8400122028,0.598838,0.898257,84001211981,2,1
"2029",1,840,840,2029,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,NA,2,10,8,8,2,1,2,1,1,2,2,1,1,1,2,1,1,1,5,2,1,NA,2,2,2,3,3,NA,NA,1,1,1,2,1,1,1,3,2,3,3,3,3,5,2,1,2,2,3,3,1,1,1,2,3,3,1,4,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1906,76,14,2,4,NA,1,NA,NA,9,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,NA,0.186,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.5,0.322,0.66,0,0,0,0,1,0.33,0,0.33,0.22,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400122029,0.598838,0.898257,84001211981,2,1
"2030",1,840,840,2030,2,2,1,1,1,2,2,1,2,1,2,2,2,2,1,1,3,3,1,1,3,3,3,3,2,2,1,2,2,NA,2,5,8,9,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,4,1,3,2,2,2,3,1,NA,NA,1,1,3,1,1,1,1,3,1,2,2,3,3,5,3,2,1,3,3,1,1,3,3,3,1,1,8,6,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,4,10,1,1,1,2,1,1,1940,42,17,NA,1,NA,1,NA,NA,10,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.225,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.833333,0.478,0.66,0,0,0,0,1,0,0,0.66,0.22,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0.333333,1,0.444444,1,NA,NA,NA,NA,0.66,2,8400122030,0.299419,0.449129,84001211981,2,1
"2031",1,840,840,2031,2,3,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,3,3,3,3,2,3,2,1,2,2,1,2,NA,2,8,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,2,1,1,2,3,3,NA,NA,NA,1,3,1,1,1,2,1,1,2,2,3,2,5,2,2,2,3,1,1,3,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1928,54,21,2,2,NA,1,NA,NA,8,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,NA,0.21,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,0,0,0,0,1,0.33,0.66,0.66,0.55,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400122031,0.598838,0.898257,84001211981,2,1
"2032",1,840,840,2032,1,4,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,3,3,3,2,3,3,2,2,2,2,2,1,NA,2,8,8,7,2,2,1,1,2,2,2,1,1,1,2,1,4,1,1,3,1,3,1,1,2,3,3,NA,NA,1,1,3,1,1,1,1,3,1,3,3,3,3,6,2,1,1,3,2,4,1,2,2,3,2,3,2,3,2,1,1,1,1,1,1,1,9,1,1,2,1,1,1,1,1,1,1,9,1,1,3,1,1,1946,36,16,NA,1,NA,1,NA,NA,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,NA,0.355583,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,1,0.333333,0.667,0.66,1,0,0,0.333333,1,0,0,0.66,0.22,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400122032,0.598838,0.898257,84001211981,2,1
"2033",1,840,840,2033,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,3,3,3,3,2,3,2,2,2,2,1,2,NA,2,5,8,8,1,2,1,1,2,1,2,1,1,1,2,1,1,2,6,0,2,2,1,2,2,3,3,NA,NA,NA,1,3,3,1,1,1,3,1,1,2,3,3,5,2,2,1,2,3,3,2,3,2,3,1,3,1,3,1,1,1,1,2,NA,1,1,10,1,1,1,1,1,1,1,1,5,5,1,1,3,2,1,2,1943,39,21,2,1,NA,1,NA,1,10,2,840010,NA,1.39229894,1,1981,8401,8401981,NA,0,0.1665,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.333333,0.244,0.66,0,0,0,0,1,0,0.33,0.33,0.22,1,1,0,1,0.666667,1,NA,NA,NA,NA,0.66,0,0.444444,0.444444,0.296296,1,NA,NA,NA,NA,0.66,2,8400122033,0.598838,0.898257,84001211981,2,1
"2034",1,840,840,2034,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,2,2,1,2,NA,1,8,7,10,1,1,2,2,1,2,1,1,2,1,2,2,2,1,6,0,2,1,2,2,2,1,1,NA,NA,1,3,1,1,1,1,3,2,2,3,3,3,3,5,3,2,1,2,2,3,2,1,2,2,3,3,2,7,2,1,1,1,1,1,1,1,10,1,1,4,1,1,1,1,1,3,6,9,1,1,2,1,2,1961,21,18,1,1,NA,2,NA,NA,NA,1,840010,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.433583,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,1,1,0.979,0.66,1,0,0,0.333333,1,0,0.33,0.33,0.22,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0.222222,0.555556,0.259259,1,NA,NA,NA,NA,0.66,2,8400122034,0.299419,0.449129,84001211981,2,1
"2035",1,840,840,2035,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,3,3,3,3,3,3,3,2,2,2,2,2,2,NA,2,9,6,8,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,2,2,3,1,NA,NA,1,3,3,1,1,1,1,3,1,2,2,3,3,8,2,1,1,2,2,1,2,2,2,2,2,3,2,7,1,1,1,1,1,1,1,1,5,1,1,2,2,3,2,2,2,2,4,7,4,1,2,1,2,1947,35,17,NA,1,NA,2,NA,2,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,1,0.4945,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,1,0.556,0.66,1,1,1,1,1,0,0.33,0.33,0.22,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0.111111,0.111111,0.333333,0.185185,1,NA,NA,NA,NA,0.66,2,8400122035,0.598838,0.898257,84001211981,2,1
"2036",1,840,840,2036,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,3,3,3,3,3,3,2,2,2,1,1,1,NA,2,8,9,6,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,3,NA,NA,NA,1,1,3,NA,1,1,1,2,1,3,3,3,3,8,3,1,2,2,2,3,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,8,1,1,3,1,1,1943,39,21,NA,1,NA,1,NA,1,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,NA,0.155,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0,0.088,0.66,0,0,0,0,1,0.33,0.33,0.33,0.33,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400122036,0.598838,0.898257,84001211981,2,1
"2037",1,840,840,2037,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,3,3,3,3,3,3,2,1,2,2,1,1,NA,2,8,5,8,1,2,2,2,2,2,2,1,2,1,2,1,2,1,6,0,2,4,NA,2,1,1,1,NA,NA,NA,1,1,1,1,1,NA,3,1,3,1,2,1,6,2,1,2,1,2,2,2,2,2,2,3,NA,8,2,1,1,2,1,1,1,1,1,7,1,1,5,1,3,1,1,1,2,2,3,1,1,2,2,2,1963,19,NA,1,6,NA,2,NA,NA,10,3,840011,NA,0.69614947,1,1981,8401,8401981,NA,NA,0.261023,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0.166667,0.166,0.66,1,0,0,0.333333,1,0.33,0.33,0,0.22,1,0,0,0,0,1,NA,NA,NA,NA,0.66,0,0.111111,0.111111,0.074074,1,NA,NA,NA,NA,0.66,2,8400122037,0.299419,0.449129,84001211981,2,1
"2038",1,840,840,2038,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,3,1,3,3,3,3,3,1,2,2,2,2,2,NA,2,10,10,10,1,2,1,2,2,2,2,2,2,1,2,2,4,1,1,0,2,2,1,2,2,3,3,NA,NA,1,1,3,1,1,1,3,3,2,3,3,3,3,5,2,2,2,3,3,3,3,3,3,3,1,3,1,3,1,1,2,1,1,1,1,1,9,1,1,2,1,8,1,1,1,1,1,1,1,1,NA,1,2,1960,22,21,NA,5,NA,2,NA,NA,NA,3,840010,NA,0.69614947,1,1981,8401,8401981,NA,1,0.332333,0.83,NA,0.83,0,0,NA,0.202,0.66,NA,0,0.333333,0.244,0.66,1,0,0,0.333333,1,0.33,0.66,0.66,0.55,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400122038,0.299419,0.449129,84001211981,2,1
"2039",1,840,840,2039,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,3,3,2,3,3,3,3,1,2,2,2,2,2,NA,2,8,9,7,2,1,1,2,2,2,2,1,2,2,2,2,2,1,6,0,2,2,1,2,2,3,1,NA,NA,1,1,1,2,1,1,3,2,2,2,2,3,2,4,2,2,3,2,3,3,2,2,2,3,2,3,2,2,2,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1,1,7,7,6,1,1,2,2,1,1962,20,18,1,7,NA,2,NA,2,NA,1,840010,NA,0.69614947,1,1981,8401,8401981,NA,0,0.421773,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,1,0.166667,0.589,0.66,1,0,0,0.333333,1,0.66,0.33,0.33,0.44,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0.666667,0.666667,0.444445,1,NA,NA,NA,NA,0.66,2,8400122039,0.299419,0.449129,84001211981,2,1
"2040",1,840,840,2040,2,3,1,NA,2,2,1,1,2,2,2,2,2,1,2,1,2,3,3,3,3,3,3,3,2,2,2,2,2,NA,2,10,8,5,2,1,1,2,1,2,2,1,2,1,2,1,1,1,6,0,2,2,2,2,2,3,3,NA,NA,1,1,3,1,1,1,1,4,2,3,3,3,3,6,2,1,2,2,2,3,1,1,1,3,3,3,2,3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1963,19,21,1,1,NA,2,NA,1,10,1,840010,NA,0.69614947,1,1981,8401,8401981,NA,0,0.19719,0.83,NA,0.83,0,0.33,NA,0.32476,0.66,NA,0,0.333333,0.244,0.66,0,0,0,0,1,0.33,0,0.33,0.22,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0.111111,0.037037,1,NA,NA,NA,NA,0.66,2,8400122040,0.299419,0.449129,84001211981,2,1
"2041",1,840,840,2041,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,3,2,3,3,3,3,2,2,2,2,2,1,NA,2,9,10,5,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,0,2,2,1,2,2,3,3,NA,NA,2,2,3,2,1,1,2,2,1,3,NA,3,3,5,2,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1926,56,16,NA,1,NA,2,NA,2,10,1,840010,NA,1.39229894,1,1981,8401,8401981,NA,NA,0.185,0.83,NA,0.83,0,1,NA,0.574,0.66,NA,0,0.166667,0.166,0.66,0,0,0,0,1,0,0,0,0,1,0,0,1,0.333333,1,NA,NA,NA,NA,0.66,0,0,0,0,1,NA,NA,NA,NA,0.66,2,8400122041,0.598838,0.898257,84001211981,2,1
