"","V1","V2","B_COUNTRY_ALPHA","COW","C_COW_ALPHA","V2A","V2B","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56_01","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149_07","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179G","v179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V210_local","V211","V212","V213","V214","V215","V216","v216R2","v216R","V217","V217R","V217CS","V218","V219","V220","V221","V222","V225","V226","V227","V227CS","V228","V229","V230","V231","V232","V233","V234","N_REGION_ISO","V235","V237A","V237B","V237C","V237D","V238","V236","S018","V236A","Y001","Y002","Y003","SACSECVAL","SACSECWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","wave"
"11",3,840,"USA",2,"USA",840,1,11,1,2,2,3,1,1,1,3,2,1,1,1,1,2,2,2,2,2,1,2,1,NA,3,2,1,3,3,3,3,3,3,3,1,2,3,3,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,10,9,7,1,2,3,1,2,5,1,4,1,2,2,2,1,2,1,1,2,2,1,1,2,2,5,6,6,1,1,1,2,2,1,2,2,2,3,2,3,4,1,4,3,2,4,1,1,1,1,1,1,1,3,3,3,3,3,3,10,3,10,10,10,9,10,9,10,8,2,4,2,2,3,3,3,4,3,3,4,4,4,3,4,4,4,4,10,10,10,2,3,3,1,1,1,1,3,2,2,NA,1,2,6,2,2,2,1,1,2,3,2,2,1,1,2,2e+07,1,3,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,7,1,1,1,NA,1,1,NA,1102,NA,840002,840002,840003,5,4,2,1921,74,3,6,2,1,840116,NA,2,7,2,1,4,4,3,3,3,530,90,2,NA,840011,840006,NA,1240,1,2,1,2,1995,0.90538,0.648508,0.90538,2,2,NA,0.165278,1,0.331389,1,0,0,0,0,0,0,0.333333,0.111111,0,0,0,0,0.33,0.66,0.66,0.55,1,0,0,0.333333,0,0.66,0.66,0.44,0,0,0.666667,0.222222,0.66,0,0.33,0.33,3
"12",3,840,"USA",2,"USA",840,1,12,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,NA,2,2,1,1,1,1,1,1,1,1,3,2,4,4,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,3,1,6,7,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,2,2,1,1,1,1,1,3,1,2,1,3,4,3,1,4,1,1,2,1,1,1,1,1,1,3,3,3,3,8,3,9,10,10,10,10,10,10,10,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,8,2,1,1,2,1,1,2,2,3,3,1,2,1,6,2,2,2,1,1,2,3,3,2,1,1,2,2e+07,1,1,1,1,1,1,1,1,1,1,10,1,3,3,10,5,5,1,1,1,1,1,1,3,1,1,1,NA,1102,1240,840002,840002,840001,5,2,1,1965,30,2,2,3,1,840117,17,2,1,12,2,1,2,5,5,3,630,60,1,NA,840011,840005,NA,1240,1,1,1,1,1995,0.79034,0.648508,0.79034,2,2,1,0.25,1,0.4775,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0.66,0.33,0.33,0,0,0,0,0.66,0.5,0.58,0.58,3
"13",3,840,"USA",2,"USA",840,1,13,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,NA,1,2,2,3,3,3,3,3,1,3,3,3,2,2,3,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,8,10,10,4,2,3,2,1,1,4,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,3,1,2,2,1,2,1,1,2,2,2,3,3,1,2,1,2,1,4,1,1,1,1,1,1,1,2,1,3,3,3,3,5,2,10,7,8,9,7,5,6,7,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,NA,NA,8,3,3,NA,NA,1,1,2,2,3,1,NA,2,1,6,2,2,2,3,2,1,3,3,1,2,2,1,10100000,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,3,1,1,3,3,1,1,2,1,1,NA,1103,NA,840002,840002,840001,5,3,2,1963,32,2,2,9,3,840123,32,2,1,3,2,3,2,8,8,2,330,90,2,2,840010,840004,NA,1240,1,3,1,1,1995,1.29555,0.648508,1.29555,1,2,NA,0.123889,1,0.285787,1,0,0,0.33,0.11,0,0,0.166667,0.055556,0,0,0,0,0.33,0.33,0.33,0.33,0,1,0,0.333333,0.5,0.33,0.66,0.496667,0.222222,0,0.222222,0.148148,0.33,0,0.165,0.165,3
"14",3,840,"USA",2,"USA",840,1,14,1,1,1,2,2,1,2,2,2,3,1,2,2,1,2,1,1,2,1,2,2,2,4,2,1,2,3,3,1,3,2,1,3,2,3,3,3,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,6,8,6,3,2,4,2,3,5,4,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,1,4,2,2,2,1,1,1,3,2,1,2,3,3,3,9,2,9,9,9,9,9,9,10,NA,1,2,1,2,3,3,2,3,3,3,3,3,2,2,3,1,1,3,NA,NA,8,4,3,4,1,2,2,3,2,3,1,NA,4,1,1,2,2,2,3,1,1,2,3,2,2,2,2,2e+07,1,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,9,5,8,1,1,5,1,1,NA,1101,1240,840001,840001,840002,840003,3,2,1921,74,3,6,9,3,840123,22,2,7,4,2,3,3,5,5,4,500,90,1,1,840010,840007,NA,1240,1,1,1,1,1995,0.69029,0.648508,0.69029,1,2,NA,0.178889,1,0.401528,1,0,0,0.33,0.11,0,0,0.166667,0.055556,0,0,0,0,0.33,0.66,0.66,0.55,0,0,1,0.333333,1,0.33,0.66,0.663333,0,0.888889,0.444444,0.444444,0.33,0,0.165,0.165,3
"15",3,840,"USA",2,"USA",840,1,15,1,1,2,3,3,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,4,2,2,3,2,3,1,3,3,3,3,3,2,3,3,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,3,3,1,4,8,7,2,2,4,1,2,1,1,3,1,1,1,2,1,1,2,2,2,2,1,1,1,1,6,NA,2,2,1,2,2,2,1,1,2,2,3,4,4,1,3,1,2,1,2,1,1,1,1,1,1,2,2,1,3,3,3,3,8,3,8,9,9,9,8,2,9,8,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,1,3,2,4,4,2,1,1,1,1,2,2,NA,3,2,6,2,2,2,1,2,1,3,3,2,2,1,2,2e+07,1,4,1,1,1,1,1,1,1,1,7,NA,1,1,1,1,1,1,1,1,6,1,1,5,3,1,1,NA,1101,1240,840001,840001,840001,840003,4,1,1946,48,2,4,3,1,840117,NA,1,2,7,NA,3,4,2,2,NA,630,90,1,2,840010,840007,NA,1240,1,1,1,1,1995,0.65528,0.648508,0.65528,3,2,0,0.179167,1,0.621713,1,0,0,0,0,0,0,0.5,0.166667,0,0,0,0,0.33,0.66,0.66,0.55,1,1,1,1,1,0.66,1,0.886667,0,0,0.555556,0.185185,0.33,0.5,0.415,0.415,3
"16",3,840,"USA",2,"USA",840,1,16,1,1,1,2,1,1,1,3,1,1,1,2,2,1,1,1,2,2,1,2,2,4,3,2,1,3,1,3,2,3,3,3,1,2,2,3,4,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,3,3,3,5,8,8,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,4,3,1,2,2,2,2,3,2,2,2,3,3,3,3,1,1,2,4,1,1,1,3,1,1,1,1,2,1,3,3,3,3,5,2,8,1,10,2,1,8,8,2,2,2,1,1,3,2,2,3,1,3,3,3,3,2,2,3,1,3,7,3,2,4,4,4,1,2,1,3,3,3,1,1,3,1,1,2,2,2,1,1,1,1,3,2,2,1,2,2e+07,1,2,1,1,1,1,1,1,1,1,9,1,1,1,3,1,1,2,2,5,3,5,1,3,2,1,1,NA,1103,1240,840002,840002,840001,840003,3,1,1952,42,2,3,5,2,840119,18,2,1,7,NA,1,4,9,9,3,300,85,1,2,840010,840006,NA,1240,1,1,2,2,1995,1.1855,0.648508,1.1855,2,2,NA,0.152222,1,0.591065,1,0,0,0,0,0,0,0.166667,0.055556,0,1,0,0.333333,0,0,0.66,0.22,0,1,1,0.666667,1,0.66,0.66,0.773333,0.111111,0.444444,0.222222,0.259259,0.33,1,0.665,0.665,3
"17",3,840,"USA",2,"USA",840,1,17,1,1,2,3,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,2,NA,NA,2,1,2,2,2,NA,1,2,2,1,2,2,1,2,2,2,2,1,2,3,3,NA,5,10,7,2,3,3,2,3,3,2,4,1,2,1,2,2,2,2,1,2,2,2,NA,2,1,1,2,4,2,2,2,2,1,3,2,2,NA,3,3,3,3,1,1,2,1,4,2,2,2,2,1,1,NA,3,2,3,3,3,3,4,NA,5,5,5,5,5,5,5,5,2,3,3,1,NA,NA,3,1,1,3,3,3,NA,NA,NA,3,2,NA,5,3,4,4,4,4,2,2,NA,3,NA,2,2,2,2,NA,6,2,2,NA,1,NA,2,3,3,3,2,2,0,100000020,1,7,2,1,2,1,1,1,1,1,6,1,2,5,1,1,1,6,1,5,5,5,9,1,3,1,1,NA,1103,1240,840002,840002,NA,5,2,2,1967,28,1,2,5,2,840119,18,2,5,8,2,2,3,4,4,4,430,75,2,2,840010,840006,NA,1240,2,2,2,2,1995,1.13048,0.648508,1.13048,2,2,0,0.32,0.915,0.563287,1,0,0,0.33,0.11,0.33,1,1,0.776667,1,0,0,0.333333,0,0,NA,0.06,0,0,1,0.333333,1,0.66,0.66,0.773333,0.555556,0.444444,0.444444,0.481481,0.33,1,0.665,0.665,3
"18",3,840,"USA",2,"USA",840,1,18,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,4,1,2,1,1,3,3,2,2,3,2,1,3,2,3,3,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,3,3,8,9,7,2,2,3,2,2,3,3,4,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,4,4,1,1,2,2,2,2,3,2,2,2,2,2,1,3,2,3,1,4,1,2,3,3,1,1,2,2,1,3,NA,NA,NA,5,2,4,3,9,2,2,7,3,7,1,1,2,2,2,4,4,2,1,3,3,3,2,2,3,4,2,2,7,4,7,4,4,4,2,2,2,3,3,3,2,3,3,1,1,2,2,2,1,1,1,1,3,2,1,1,2,2e+07,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,4,3,6,1,3,1,1,1,NA,1103,1240,840002,840002,840003,840001,3,2,1925,70,3,6,3,1,840117,13,2,NA,2,2,3,3,4,4,4,645,75,1,2,840010,840006,NA,1240,1,2,2,2,1995,0.83535,0.648508,0.83535,2,2,NA,0.096389,1,0.32963,1,0,0,0.33,0.11,0,0,0.166667,0.055556,0,0,0,0,0.33,0,0.33,0.22,0,0,1,0.333333,0,0.33,0.33,0.22,0,0.333333,0.222222,0.185185,0.66,0.5,0.58,0.58,3
"19",3,840,"USA",2,"USA",840,1,19,1,1,2,1,1,1,2,3,1,1,1,1,1,2,2,1,2,2,2,1,2,4,3,2,1,2,1,1,1,2,2,1,3,2,3,3,NA,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,3,3,1,4,7,5,1,1,4,1,1,3,4,1,1,2,2,1,2,2,1,2,2,1,2,1,4,1,1,2,2,2,1,2,2,NA,2,2,1,2,2,3,3,3,2,2,3,4,1,2,1,3,2,1,1,2,1,1,1,2,2,3,10,1,1,1,4,7,4,5,3,4,2,2,1,2,2,3,3,3,2,3,2,3,3,3,3,3,2,3,6,3,1,4,4,4,1,2,2,3,3,3,1,1,2,2,6,2,2,2,1,1,1,1,3,2,2,2,2,2e+07,1,3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,5,1,5,6,3,1,3,1,1,1,NA,1103,1240,840001,840001,840003,840002,2,2,1959,36,2,3,4,2,840118,39,2,1,7,2,2,3,6,6,4,345,85,1,2,840010,840006,NA,1240,1,1,1,1,1995,0.50021,0.648508,0.50021,2,2,1,0.110278,1,0.66037,1,0,0,0,0,0,0,0.333333,0.111111,0,0,0,0,0.33,0.33,0.33,0.33,1,0,1,0.666667,1,0.33,0.66,0.663333,0.444444,0.444444,0.555556,0.481481,0.66,1,0.83,0.83,3
"20",3,840,"USA",2,"USA",840,1,20,1,1,2,1,1,1,2,3,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,1,3,3,2,2,3,3,3,3,2,1,3,3,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,3,1,1,5,8,2,2,2,3,2,3,3,2,3,2,1,1,2,1,1,2,1,1,1,1,1,4,2,1,2,4,1,1,2,1,1,1,2,3,2,3,3,3,3,1,2,1,1,4,1,3,3,1,1,1,1,2,1,1,1,1,3,1,2,3,3,8,2,2,8,4,4,2,2,1,1,2,3,3,1,2,3,3,3,2,3,3,2,4,2,8,4,3,3,2,4,1,2,1,3,2,3,1,4,3,1,4,2,NA,2,1,1,2,1,3,3,3,2,2,2e+07,1,3,1,1,2,1,1,2,2,1,7,1,1,1,1,1,1,1,9,1,5,9,5,3,4,1,1,NA,1103,1240,840002,840002,840003,840001,2,1,1945,49,2,4,4,2,840118,34,2,1,7,1,2,3,7,7,2,530,85,1,2,840010,840006,NA,1240,1,1,2,2,1995,0.53523,0.648508,0.53523,2,2,2,0.110278,1,0.604537,1,0,0,0.33,0.11,0,0,0.333333,0.111111,0,0,0,0,0,0.33,0.33,0.22,1,0,1,0.666667,1,0.66,0.66,0.773333,0,0,0.444444,0.148148,0.66,1,0.83,0.83,3
"21",3,840,"USA",2,"USA",840,1,21,1,1,2,3,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,4,1,2,1,3,3,3,3,3,3,2,3,3,3,4,3,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,3,3,4,9,7,2,2,3,3,3,3,3,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,4,3,1,1,2,2,NA,2,2,2,3,2,3,2,3,1,3,1,1,2,NA,1,1,2,2,1,1,2,2,2,3,3,3,5,2,4,2,4,4,6,6,5,4,2,2,1,2,3,3,3,3,3,3,3,3,3,2,3,2,4,2,7,3,2,4,4,4,2,2,2,3,3,3,1,1,3,NA,2,2,2,1,1,2,2,3,3,3,3,2,1,10100000,1,2,1,1,1,1,1,1,1,1,9,1,2,4,2,2,1,2,2,2,5,5,3,3,2,1,1,NA,1105,1240,840001,840001,840002,5,2,2,1957,38,2,3,5,2,840119,18,2,5,5,2,4,3,6,6,2,1055,55,2,1,840010,840007,NA,1240,2,2,1,1,1995,1.63069,0.648508,1.63069,2,1,0,0.414723,1,0.402222,1,0.5,0,0.66,0.386667,0,0,0.166667,0.055556,1,1,0,0.666667,0.33,0.66,0.66,0.55,1,0,1,0.666667,0,0.33,0.33,0.22,0.111111,0.111111,0.444444,0.222222,0,1,0.5,0.5,3
"22",3,840,"USA",2,"USA",840,1,22,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,3,4,2,1,3,3,3,3,3,3,1,3,2,2,3,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,3,1,10,10,10,2,2,3,2,3,3,2,3,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,4,3,1,2,2,2,2,3,3,1,2,3,2,3,1,2,3,1,1,3,1,1,2,2,1,1,1,3,1,3,3,3,3,8,2,6,4,10,7,6,5,7,3,2,3,2,1,4,4,4,4,2,2,3,2,NA,NA,4,2,NA,4,5,2,7,4,2,4,2,2,2,3,2,2,1,4,2,2,2,2,2,2,1,NA,1,2,3,2,3,2,1,10100000,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,NA,1103,1240,840002,840002,840001,840003,2,2,1916,79,3,6,3,1,840117,16,2,5,13,2,2,4,5,5,2,1213,65,1,1,840010,840007,NA,1240,1,2,1,2,1995,0.83535,0.648508,0.83535,1,1,NA,0.138333,1,0.193333,1,0,0,0.33,0.11,0,0,0,0,0,0,0,0,0,0.33,1,0.443333,0,0,1,0.333333,0,0.66,0.66,0.44,0,0,0,0,0,0,0,0,3
"23",3,840,"USA",2,"USA",840,1,23,1,1,1,3,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,4,1,1,3,3,3,3,3,3,3,3,2,3,3,2,2,1,1,NA,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,3,1,7,8,9,1,3,1,1,2,5,3,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,5,5,1,1,2,2,2,1,3,1,2,1,2,1,1,NA,NA,NA,1,4,NA,2,3,2,2,1,3,2,1,3,3,3,3,5,NA,2,1,8,5,1,7,2,2,2,3,1,2,3,3,2,4,2,2,2,2,2,2,3,3,3,2,3,8,7,4,4,4,1,2,NA,4,3,4,1,1,2,2,1,2,2,2,1,NA,1,2,3,4,1,1,1,10100000,1,2,1,1,1,1,NA,NA,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,NA,1103,1240,840002,840002,840001,5,2,1,1936,59,3,5,3,1,840117,13,2,3,10,1,2,4,5,5,1,220,55,1,1,840010,840007,NA,1240,2,2,2,2,1995,0.56024,0.648508,0.56024,NA,NA,NA,0.165556,1,0.14,0.915,0.5,0,0,0.166667,0,0,0.166667,0.055556,0,0,0,0,0.33,0.33,0.66,0.44,0,0,1,0.333333,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3
"24",3,840,"USA",2,"USA",840,1,24,1,1,2,3,1,1,1,1,2,3,2,1,2,1,2,1,2,1,1,2,2,4,3,2,1,3,3,3,3,3,1,3,1,2,2,3,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,3,3,NA,8,9,8,2,2,3,2,3,4,4,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,3,4,1,2,2,2,2,3,2,2,2,2,3,3,2,1,1,2,1,3,2,1,2,2,1,1,1,3,1,1,2,2,3,7,2,8,2,9,1,3,8,5,5,2,2,1,2,3,3,3,3,2,3,3,3,3,2,2,3,4,3,7,4,5,3,2,4,1,2,NA,3,3,3,1,1,3,1,6,2,2,2,1,1,1,1,3,3,2,1,1,10100000,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,3,1,1,5,1,1,3,2,2,1,NA,1103,1240,840001,840001,840002,5,2,2,1945,50,3,4,9,3,840123,22,2,1,3,1,1,3,7,7,2,1220,50,1,1,840010,840007,NA,1240,1,2,2,2,1995,0.82535,0.648508,0.82535,2,2,1,0.178889,1,0.429306,1,0,0.33,0.33,0.22,0,0,0.166667,0.055556,0,0,0,0,0.33,0.33,0.66,0.44,1,0,1,0.666667,1,0.33,0.66,0.663333,0.222222,0,0.444444,0.222222,0.33,0,0.165,0.165,3
"25",3,840,"USA",2,"USA",840,1,25,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,NA,1,2,3,3,2,3,3,3,3,3,2,2,2,3,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,10,10,5,2,1,3,1,1,5,1,3,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,3,3,1,1,2,2,2,2,2,2,3,2,2,3,1,4,1,2,1,4,1,1,3,1,1,1,1,2,1,2,1,3,3,6,2,1,1,10,1,1,10,1,10,2,3,2,1,1,2,3,2,1,3,3,3,3,3,2,2,4,3,1,1,2,3,1,4,1,2,1,3,3,3,1,1,4,1,1,2,2,2,3,1,1,1,2,4,1,1,2,2e+07,1,3,1,1,1,1,1,1,1,2,10,1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,NA,1103,1240,8,8,840002,840001,4,1,1921,NA,NA,NA,9,3,840123,25,2,4,1,1,1,4,3,3,2,140,50,1,8,840010,840002,NA,1240,1,1,1,1,1995,0.77533,0.648508,0.77533,1,2,NA,0.027778,1,0.12375,1,0,0,0,0,0,0,0.333333,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.66,0.33,0,0,0,0,0.33,0,0.165,0.165,3
"26",3,840,"USA",2,"USA",840,1,26,1,1,2,3,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,4,1,1,2,3,3,1,1,3,3,2,3,2,2,3,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,3,1,7,8,7,2,2,3,2,2,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,2,2,2,1,3,2,3,3,2,2,1,3,2,1,2,3,1,1,1,1,1,1,2,2,1,2,2,3,3,6,3,7,4,10,4,4,7,7,7,NA,2,2,1,3,3,2,1,3,3,2,3,2,3,2,NA,2,3,6,6,5,1,NA,4,1,2,1,2,2,3,2,1,2,1,6,2,2,2,1,1,1,1,3,2,3,2,1,10100000,1,6,1,1,2,1,1,1,1,1,10,1,1,1,1,1,1,8,1,1,6,5,1,3,5,1,1,NA,1105,1240,840002,840002,840003,5,3,1,1927,68,3,6,4,2,840118,16,2,4,7,1,2,4,5,5,4,100,40,1,8,840010,840002,NA,1240,1,2,1,1,1995,0.54023,0.648508,0.54023,4,2,NA,0.206945,1,0.421945,1,0,0,0.33,0.11,0,0,0.833333,0.277778,0,0,0,0,0,0.66,0.66,0.44,0,0,1,0.333333,0,0.66,0.33,0.33,0.777778,0,0.555556,0.444445,0.66,0.5,0.58,0.58,3
"27",3,840,"USA",2,"USA",840,1,27,1,1,3,3,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,4,2,2,1,2,3,3,3,3,3,2,3,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,NA,1,1,6,7,4,1,1,1,3,4,5,1,4,1,1,2,2,1,2,2,1,2,2,2,1,4,2,1,1,2,1,2,2,1,2,3,3,3,3,3,3,3,3,NA,1,2,4,1,1,1,2,2,1,1,2,3,1,3,2,3,3,3,2,4,6,7,3,8,4,8,8,2,2,2,2,3,NA,NA,4,2,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,2,3,NA,1,1,NA,NA,NA,NA,1,3,1,6,2,2,2,2,1,1,3,NA,2,1,1,9,9e+07,1,2,1,1,1,1,1,1,1,1,10,1,5,8,1,1,1,1,1,1,6,1,1,5,1,1,1,NA,1103,1240,8,8,NA,5,4,2,1960,35,2,3,7,3,840121,18,2,5,7,2,4,3,7,7,4,240,50,1,8,840010,840002,NA,1240,1,3,1,2,1995,0.88037,0.648508,0.88037,2,2,0,0.262222,1,0.539203,0.915,0,0,0.66,0.22,0,0,0.166667,0.055556,1,0,0,0.333333,0.33,0.33,0.66,0.44,1,0,1,0.666667,NA,0.66,0.66,0.63996,0,0,0.555556,0.185185,0.33,1,0.665,0.665,3
"28",3,840,"USA",2,"USA",840,1,28,1,2,2,4,2,1,1,3,1,1,1,2,1,1,1,2,2,2,1,2,2,4,2,2,1,3,3,3,3,3,3,3,1,2,2,3,3,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,6,10,7,2,2,3,1,2,4,2,3,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,4,1,2,2,2,2,3,2,3,2,2,3,3,1,2,1,2,4,1,2,1,3,3,1,1,3,4,3,3,3,3,3,6,3,6,4,7,5,4,7,7,6,2,3,1,2,3,4,3,4,2,2,3,2,2,3,2,2,3,2,5,3,1,3,2,4,2,2,2,4,2,4,1,1,2,1,6,2,2,2,3,1,1,3,3,2,1,1,2,2e+07,1,2,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,2,1,3,3,2,2,5,1,1,1,NA,1102,1240,840002,840002,840003,5,4,1,1918,76,3,6,2,1,840116,10,2,4,8,2,1,4,6,6,4,345,45,1,4,840011,840005,NA,1240,1,1,1,1,1995,0.83535,0.648508,0.83535,1,2,NA,0.123889,1,0.336713,1,0,0,0,0,0,0,0.166667,0.055556,0,0,0,0,0.33,0.33,0.66,0.44,0,1,1,0.666667,0,0.33,0.66,0.33,0.111111,0.222222,0.222222,0.185185,0.33,0,0.165,0.165,3
"29",3,840,"USA",2,"USA",840,1,29,1,1,2,3,2,1,1,3,1,1,1,2,1,1,2,1,2,2,1,2,2,4,1,2,1,3,3,3,3,3,3,3,3,3,2,2,NA,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,3,3,1,5,10,9,1,2,1,1,3,5,3,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,5,8,4,2,2,2,2,2,1,2,1,2,3,2,3,1,2,3,2,4,3,2,1,3,2,1,1,3,4,3,3,3,3,3,5,NA,5,5,6,5,6,2,3,3,2,3,1,NA,2,3,3,4,2,3,4,4,3,3,NA,2,NA,NA,9,9,8,2,2,3,1,1,1,3,2,3,1,2,NA,1,6,2,2,2,2,1,1,3,3,2,2,1,2,2e+07,1,2,1,1,2,1,1,1,1,1,10,1,1,1,1,1,1,2,2,2,3,1,1,1,5,1,1,NA,1102,1240,840002,840002,840003,5,3,2,1932,62,3,5,3,1,840117,12,1,2,9,2,2,4,5,5,3,255,45,2,4,840011,840005,NA,1240,1,1,1,1,1995,0.90538,0.648508,0.90538,2,2,NA,0.107527,0.915,0.354954,1,0,0,0,0,0,0,0.166667,0.055556,0,0,0,0,NA,0.33,0.33,0.37455,0,0,1,0.333333,1,0.66,0.66,0.773333,0.111111,0.111111,0.222222,0.148148,0.33,0,0.165,0.165,3
