"","V1","C_COW_ALPHA","COW","B_COUNTRY_ALPHA","V2","V2A","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V67B","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77_01","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160E","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","v184b","V184G","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","Q223_LOCAL","V221","V222","V223","V224","V225","V225R2","V225R","V226","V226R","V226CS","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V236CS","V237","V238","V239","V240","V241","V242","V246","V247","V243","REGION_ISO","V244","V245","S018","V245A","Y001","Y002","Y003","SACSECVAL","SECVALWGT","RESEMAVAL","RESEMAWEIGHT","I_AUTHORITY","I_NATIONALISM","I_DEVOUT","DEFIANCE","WEIGHT1A","I_RELIGIMP","I_RELIGBEL","I_RELIGPRAC","DISBELIEF","WEIGHT2A","I_NORM1","I_NORM2","I_NORM3","RELATIVISM","WEIGHT3A","I_TRUSTARMY","I_TRUSTPOLICE","I_TRUSTCOURTS","SCEPTICISM","WEIGHT4A","I_INDEP","I_IMAGIN","I_NONOBED","AUTONOMY","WEIGHT1B","I_WOMJOB","I_WOMPOL","I_WOMEDU","EQUALITY","WEIGHT2B","I_HOMOLIB","I_ABORTLIB","I_DIVORLIB","CHOICE","WEIGHT3B","I_VOICE1","I_VOICE2","I_VOI2_00","VOICE","WEIGHT4B","S001","S007","wave"
"11",4,"USA",2,"USA",840,840,111,1,2,3,3,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,3,2,2,3,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,7,6,8,3,2,4,1,2,1,1,1,2,2,1,2,2,1,1,3,2,2,3,4,1,1,2,4,3,4,2,NA,2,2,2,3,2,3,1,3,3,1,NA,4,3,4,2,NA,2,2,1,1,1,2,3,1,1,2,2,NA,5,NA,6,4,7,4,7,2,2,2,3,2,3,2,3,3,3,1,2,3,1,3,3,3,6,2,2,3,1,2,3,3,3,1,2,2,1,2,3,2,3,3,3,2,1,9e+07,9,6,1,1,1,1,1,1,1,1,1,1,7,1,1,4,3,1,3,2,6,3,1,2,1,1,1,1,7,1,1,3,2,3,1102,1240,840002,840002,NA,NA,2,1958,41,2,3,5,2,840119,22,2,3,2,1,NA,NA,2,3,3,840003,2,724,101,1,7,840003,1999,19991129,840004,NA,1240,0.78534,0.833333,0.78534,2,2,NA,0.377721,0.915,0.335573,0.915,0,0.33,0.33,0.22,1,0,0,0.833333,0.277778,1,1,0,1,0.666667,1,0.33,0.33,NA,0.34644,0.66,0,0,0,0,1,1,0.66,0.66,0.773333,1,0,0,0,0,1,0.66,NA,NA,0.56896,0.66,2,8400480011,4
"12",4,"USA",2,"USA",840,840,112,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,3,1,4,1,3,1,3,3,3,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,8,9,10,3,3,4,2,2,2,2,1,1,2,1,2,1,1,4,2,5,2,4,4,1,2,1,1,3,NA,1,2,2,2,2,2,2,1,4,2,3,1,2,4,1,1,2,1,2,3,2,1,1,3,2,1,1,1,3,3,9,3,8,1,10,1,6,1,1,2,3,4,3,2,3,3,2,2,2,2,3,3,2,4,8,4,4,4,2,3,3,2,3,2,1,3,NA,2,1,1,1,3,1,1,1,2e+07,2,1,1,2,2,1,2,1,NA,1,1,1,10,1,1,1,3,5,1,5,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1103,1240,840001,840001,840005,NA,2,1968,30,2,2,9,3,840123,21,2,5,3,2,1,3,1,2,7,840007,3,1040,40,1,7,840002,1999,19991130,840004,NA,1240,0.78534,0.833333,0.78534,2,2,NA,0.11411,0.915,0.165,1,0,0,0.33,0.11,1,0,0,0,0,1,0,0,0,0,1,0.33,0.33,NA,0.34644,0.66,0,0,0,0,1,0,0.33,0.66,0.33,1,0,0,0,0,1,0.66,0,0.33,0.33,1,2,8400480012,4
"13",4,"USA",2,"USA",840,840,201,1,1,2,3,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,3,4,3,3,3,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,1,2,5,6,3,2,4,1,2,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,1,4,3,3,3,3,1,2,2,2,2,3,2,2,2,NA,NA,NA,NA,1,3,2,4,1,2,3,2,1,2,2,4,1,1,2,3,3,NA,2,1,1,10,1,6,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,4,4,4,2,3,2,2,2,2,3,3,1,4,2,1,1,1,3,2,1,100000020,0,5,1,1,1,1,1,1,1,1,1,1,10,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,2,2,4,1105,1240,840002,840002,5,5,1,1955,44,2,3,8,3,840122,24,2,7,7,1,NA,NA,2,4,4,840004,4,600,100,1,4,840002,1999,19991129,840004,NA,1240,1.376147,0.833333,1.376147,NA,1,NA,0.268776,0.915,0.287044,0.83,0,0.33,0.33,0.22,1,0,0,0.666667,0.222222,1,0,0,0,0,1,0.66,0.66,NA,0.63288,0.66,1,0,0,0.333333,1,1,NA,NA,NA,0.66,0,0,0.555556,0.185185,1,0,NA,NA,0.136,0.66,2,8400480013,4
"14",4,"USA",2,"USA",840,840,202,1,1,1,3,1,1,1,1,4,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,3,1,10,7,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,3,2,2,1,1,2,2,2,2,2,2,1,3,1,3,1,3,3,1,NA,1,NA,1,NA,1,2,2,1,1,1,3,2,1,1,2,3,2,6,1,7,6,8,7,7,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,9e+07,9,2,1,2,2,2,2,1,1,1,1,1,10,1,1,1,2,2,2,3,7,7,7,7,7,7,9,7,7,7,3,1,2,1,1102,1240,840002,840002,NA,840005,1,1958,41,2,3,7,3,840121,21,2,4,1,2,2,4,1,2,6,840006,3,620,100,2,8,840003,1999,19991130,840004,NA,1240,1.376147,0.833333,1.376147,NA,NA,NA,0.417022,0.915,0.491628,0.915,0,0.33,0,0.11,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0.33,0.66,NA,0.50253,0.66,0,0,0,0,1,1,0.66,0.66,0.773333,1,0.666667,0.888889,0.666667,0.740741,1,NA,NA,NA,NA,0.66,2,8400480014,4
"15",4,"USA",2,"USA",840,840,203,1,1,1,3,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,3,2,2,2,3,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,6,6,5,3,1,4,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,4,3,1,2,3,1,1,2,2,2,2,2,2,2,2,2,3,3,3,1,2,1,2,1,4,NA,1,2,2,1,1,3,3,1,3,2,3,3,6,2,6,2,8,10,8,2,1,2,3,3,4,2,2,3,3,3,3,3,3,3,3,3,8,1,1,4,3,2,3,3,3,2,3,2,1,3,3,2,3,3,3,1,1,NA,NA,4,1,1,1,1,1,1,2,1,1,1,10,1,1,2,2,2,2,3,7,6,4,4,2,2,NA,4,3,1,3,2,1,4,1103,1240,840002,840002,840001,840005,2,1959,40,2,3,8,3,840122,19,2,3,5,2,1,7,2,3,6,840006,4,745,100,1,5,840002,1999,19991129,840004,NA,1240,0.78534,0.833333,0.78534,1,2,0,0.405777,0.915,0.374333,0.915,0,0,0.33,0.11,1,0,0,0.5,0.166667,1,1,1,1,1,1,0.33,0.33,NA,0.34644,0.66,1,0,0,0.333333,1,1,0.66,0.66,0.773333,1,0.111111,NA,0.333333,0.225666,0.66,0.33,0,0.165,0.165,1,2,8400480015,4
"16",4,"USA",2,"USA",840,840,204,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3,3,4,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,3,3,6,10,6,3,4,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,1,1,2,2,4,1,2,1,2,2,2,1,2,1,1,1,2,2,1,3,4,2,1,4,2,2,2,2,1,1,1,1,1,2,2,3,3,10,2,6,1,6,1,6,1,1,1,1,1,3,1,1,3,1,1,3,1,1,1,1,1,6,2,3,3,1,1,1,1,3,1,3,2,2,1,2,2,2,2,2,1,2,100000020,0,2,2,1,1,1,1,1,1,1,1,1,6,1,1,1,3,1,1,1,7,6,4,4,2,2,1,4,3,1,3,2,1,4,1103,1400,840002,840002,840001,840005,1,1946,53,3,4,8,3,840122,19,2,3,5,2,1,7,2,3,6,840006,4,215,115,1,4,840003,1999,19991130,840004,NA,1240,1.376147,0.833333,1.376147,3,3,1,0.362222,0.915,0.61287,1,0,0,0,0,1,0,1,0.166667,0.388889,1,1,1,1,1,1,0,0,NA,0.06,0.66,1,1,1,1,1,1,0.33,0.33,0.553333,1,0.111111,0,0.333333,0.148148,1,1,0.5,0.75,0.75,1,2,8400480016,4
"17",4,"USA",2,"USA",840,840,205,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,2,3,4,3,2,2,3,3,3,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,3,1,4,7,6,3,1,4,1,2,1,1,1,1,1,1,2,2,1,5,3,5,4,4,4,1,1,3,1,3,3,1,2,2,2,3,3,1,2,4,3,3,1,2,1,3,1,4,NA,1,2,1,1,1,1,2,1,1,2,1,3,4,2,7,4,7,4,8,3,1,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,4,4,2,3,2,2,3,3,3,2,3,2,1,2,3,3,2,2,3,1,1,10100000,1,2,1,2,1,2,1,1,1,1,1,1,10,1,1,2,1,3,2,3,1,1,1,1,3,3,3,6,1,1,3,1,1,3,1103,1240,840001,840001,840002,NA,2,1955,44,2,3,9,3,840123,21,2,1,3,2,1,3,2,3,9,840009,3,700,100,1,6,840002,1999,19991130,840004,NA,1240,0.78534,0.833333,0.78534,0,1,NA,0.155499,0.915,0.36,1,0,0,0.66,0.22,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,0.33,NA,0.34644,0.66,1,0,0,0.333333,1,1,0.66,0.66,0.773333,1,0.222222,0.222222,0.555556,0.333333,1,0,0,0,0,1,2,8400480017,4
"18",4,"USA",2,"USA",840,840,206,1,2,2,4,2,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,4,2,3,3,2,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,5,7,8,3,4,2,1,2,1,2,2,2,2,1,1,1,1,4,2,2,2,4,4,1,1,3,3,0,1,1,2,2,3,1,3,2,3,1,2,3,1,3,1,2,4,2,1,1,2,3,1,1,3,3,1,3,3,3,3,8,2,3,3,8,4,5,2,2,3,3,3,4,3,4,4,4,4,4,2,3,3,3,3,7,3,3,3,3,2,3,3,3,2,3,2,1,3,3,1,2,1,1,2,2,2e+07,2,1,1,1,2,2,1,1,2,1,1,1,8,1,1,1,2,4,2,4,4,3,3,3,3,3,1,5,3,3,2,3,2,4,1103,1240,840001,840001,840002,840005,2,1974,25,1,2,9,3,840123,23,2,1,1,1,NA,NA,2,3,4,840004,3,110,25,2,5,840002,1999,19991130,840004,NA,1240,0.78534,0.833333,0.78534,3,2,NA,0.43572,0.915,0.325139,1,0,0.33,0,0.11,1,0,0,0,0,1,1,1,1,1,1,0.66,0.66,NA,0.63288,0.66,0,0,0,0,1,1,0.33,0.66,0.663333,1,0.222222,0,0.444444,0.222222,1,0.33,0.5,0.415,0.415,1,2,8400480018,4
"19",4,"USA",2,"USA",840,840,207,1,2,3,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,4,1,2,3,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,3,3,10,7,8,3,1,2,1,2,1,2,1,2,1,1,1,1,1,4,5,4,4,4,3,1,1,3,6,0,3,2,1,2,2,3,4,2,1,2,3,4,1,3,4,2,1,2,2,1,3,1,2,1,3,1,1,1,2,2,3,NA,2,7,4,4,5,4,1,1,2,2,3,3,2,3,4,4,4,4,2,3,3,3,3,5,2,2,4,1,2,NA,NA,NA,2,2,3,1,3,2,1,2,3,1,1,2,30100000,3,2,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,4,2,4,5,5,5,5,1,1,1,4,1,1,2,5,2,1,1105,1240,NA,NA,NA,NA,2,1978,21,1,1,8,3,840122,21,1,2,3,2,1,1,1,1,10,840010,4,110,110,1,5,840007,1999,19991201,840004,NA,1240,0.78534,0.833333,0.78534,4,3,0,0.474666,0.915,0.603611,1,0.5,0.33,0.66,0.496667,1,0,0,0.166667,0.055556,1,1,1,1,1,1,0.33,0.33,NA,0.34644,0.66,1,0,1,0.666667,1,1,0.66,1,0.886667,1,0,0,0.333333,0.111111,1,1,0.5,0.75,0.75,1,2,8400480019,4
"20",4,"USA",2,"USA",840,840,208,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,3,4,4,4,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,5,5,8,4,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,5,4,2,1,1,2,0,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,4,1,2,3,1,1,1,1,3,1,2,1,3,3,5,2,1,1,5,5,5,1,1,1,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,4,2,4,1,1,3,3,3,1,2,2,2,3,3,3,3,3,3,1,1,10100000,1,2,1,1,1,1,1,1,1,1,1,1,10,NA,1,1,1,4,3,3,5,5,1,1,1,5,5,5,7,1,3,5,1,1,1105,1240,NA,NA,840002,NA,2,1962,37,2,3,3,1,840117,18,1,1,5,1,NA,NA,2,2,3,840003,4,200,100,1,4,840002,1999,19991203,840004,NA,1240,0.78534,0.833333,0.78534,3,3,NA,0.178745,0.915,0.504074,1,0,0,0.33,0.11,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0,0.33,NA,0.21609,0.66,0,1,1,0.666667,1,1,0.33,0.33,0.553333,1,0,0.444444,0.444444,0.296296,1,1,0,0.5,0.5,1,2,8400480020,4
"21",4,"USA",2,"USA",840,840,209,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,3,3,4,2,2,2,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,7,10,10,4,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,5,2,1,1,1,1,0,2,1,2,2,1,1,3,1,3,2,3,4,1,4,4,1,1,4,1,1,3,1,1,1,3,2,1,2,3,3,3,7,2,8,1,10,1,4,3,2,2,3,4,4,3,4,4,4,4,4,4,1,3,3,2,7,3,4,4,2,2,3,3,4,1,3,3,1,3,2,1,3,3,1,2,1,9e+07,9,2,1,1,1,1,2,1,1,1,1,1,10,1,1,1,3,2,3,2,1,1,1,1,1,1,10,10,6,1,1,3,1,2,1103,1240,840001,840001,840002,840005,2,1954,45,2,4,8,3,840122,17,2,1,4,2,1,7,1,2,7,840007,4,600,100,1,6,840002,1999,19991202,840004,NA,1240,0.78534,0.833333,0.78534,1,2,1,0.139522,0.915,0.554167,1,0,0,0,0,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0.33,0.66,NA,0.50253,0.66,1,0,1,0.666667,1,0,0.66,1,0.553333,1,0,1,1,0.666667,1,0.66,0,0.33,0.33,1,2,8400480021,4
"22",4,"USA",2,"USA",840,840,210,1,4,2,2,2,1,1,3,3,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,2,4,4,4,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,6,6,3,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,4,4,1,3,1,6,0,5,2,2,2,1,3,4,1,1,1,4,4,1,3,1,3,1,4,1,1,3,1,1,1,3,1,1,2,2,2,2,8,1,2,5,7,7,7,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,1,2,3,2,3,1,4,4,1,2,3,3,3,3,3,1,1,9e+07,9,3,1,1,1,1,1,1,1,1,1,1,10,1,1,1,3,5,1,5,1,1,1,1,1,1,1,1,1,1,5,4,1,2,1102,1240,840002,840002,NA,840001,2,1978,21,1,1,6,3,840120,25,1,2,7,2,1,5,1,4,5,840005,3,730,100,1,4,840002,1999,19991203,840004,NA,1240,0.78534,0.833333,0.78534,1,1,0,0.274573,0.915,0.479167,1,0,0,0.66,0.22,1,0,0,0.333333,0.111111,1,0,0,0,0,1,1,0.66,NA,0.76718,0.66,1,0,1,0.666667,1,1,1,1,1,1,0,0,0,0,1,0,0.5,0.25,0.25,1,2,8400480022,4
"23",4,"USA",2,"USA",840,840,211,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,NA,3,2,4,2,3,3,3,3,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,7,7,3,4,3,1,1,1,2,1,1,2,1,1,1,1,4,4,4,4,4,3,1,2,3,3,2,2,2,NA,2,3,3,3,2,2,2,2,3,3,1,2,4,2,4,1,2,3,1,1,1,1,3,1,2,1,3,3,5,2,1,1,5,5,5,1,1,1,2,2,2,2,3,3,3,2,3,2,2,3,3,3,2,4,2,4,1,1,3,3,3,1,2,2,2,3,3,3,3,3,3,1,1,10100000,1,2,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,4,3,3,5,5,1,1,1,5,5,5,7,1,3,5,1,1,1105,1240,NA,NA,840002,NA,1,1954,45,2,4,9,3,840123,30,2,8,3,1,NA,NA,2,5,NA,NA,1,1200,100,2,8,840003,1999,19991203,840004,NA,1240,1.376147,0.833333,1.376147,4,3,NA,0.206245,0.915,0.57324,1,0,0,0.66,0.22,1,0,0,0.166667,0.055556,1,1,0,0,0.333333,1,0,0.33,NA,0.21609,0.66,0,1,0,0.333333,1,1,0.33,0.66,0.663333,1,0,0.444444,0.444444,0.296296,1,1,1,1,1,1,2,8400480023,4
"24",4,"USA",2,"USA",840,840,212,1,3,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,3,2,2,1,4,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,NA,2,10,10,5,4,1,1,1,1,1,1,1,2,1,1,1,2,5,3,5,5,5,5,1,2,1,2,3,3,2,1,1,2,NA,4,2,1,1,NA,4,3,NA,4,2,3,NA,2,1,3,3,3,1,2,2,1,3,3,3,3,1,1,NA,1,10,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,4,NA,3,NA,NA,NA,NA,4,3,NA,4,2,2,2,3,2,1,1,5e+07,5,7,1,2,2,2,2,1,2,1,2,2,10,1,1,1,1,5,5,5,1,1,1,1,1,1,5,4,1,1,4,5,2,1,1102,1240,840002,840002,840005,NA,2,1955,43,2,3,6,3,840120,21,2,2,3,1,NA,NA,2,5,1,840001,4,1000,100,1,5,840003,1999,19991203,840004,NA,1240,0.78534,0.833333,0.78534,NA,3,NA,0.487273,0.83,0.556741,0.915,1,0.33,NA,0.68776,0.66,0,0,1,0.333333,1,0,0,0,0,1,1,1,NA,0.928,0.66,1,0,0,0.333333,1,NA,NA,1,NA,0.66,0,0.444444,0.333333,0.259259,1,1,1,1,1,1,2,8400480024,4
"25",4,"USA",2,"USA",840,840,301,1,1,1,3,2,1,2,2,3,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,3,2,1,3,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,3,2,4,6,10,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,4,1,1,2,3,1,2,2,2,2,1,1,2,3,3,1,3,4,3,4,4,1,2,4,1,1,2,2,2,1,1,2,1,2,2,2,2,3,2,6,5,8,7,7,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,1,2,3,3,3,3,3,2,2,4e+07,4,3,1,1,1,1,1,1,1,1,2,1,8,1,1,2,3,1,4,1,5,6,6,1,6,3,10,10,10,3,2,3,1,4,1103,1240,840002,840002,5,840001,2,1966,33,2,2,8,3,840122,22,1,1,7,2,1,7,2,4,5,840005,3,1205,35,1,8,840002,1999,19991129,840008,NA,1240,0.78534,0.833333,0.78534,3,2,NA,0.251111,0.915,0.64213,1,0.5,0,0,0.166667,1,0,0,0.333333,0.111111,1,1,1,0,0.666667,1,0,0,NA,0.06,0.66,0,0,0,0,1,1,0.66,1,0.886667,1,0.555556,1,1,0.851852,1,0.66,1,0.83,0.83,1,2,8400480025,4
"26",4,"USA",2,"USA",840,840,302,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,3,1,2,2,2,3,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,8,10,10,5,2,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,2,1,1,1,1,4,4,2,1,2,2,1,4,2,2,2,3,3,1,3,2,1,2,1,2,2,3,1,1,1,1,1,1,1,1,3,2,8,2,10,1,10,1,1,1,1,1,3,3,2,1,2,3,2,2,2,2,2,2,2,2,7,3,3,3,1,1,3,3,3,1,2,1,1,3,3,1,3,2,3,1,1,9e+07,9,1,1,2,2,2,2,1,1,1,1,1,10,1,1,1,1,5,1,5,1,1,1,1,1,1,1,7,8,1,1,5,1,2,1102,1240,840002,840002,840005,5,1,1951,47,2,4,5,2,840119,22,2,1,1,1,NA,NA,2,2,8,840008,4,1105,50,1,8,840003,1999,19991127,840008,NA,1240,1.376147,0.833333,1.376147,3,2,NA,0.015,0.915,0.352222,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,NA,0.06,0.66,0,0,0,0,1,0.5,0.66,0.66,0.606667,1,0,0,0.666667,0.222222,1,0.66,0.5,0.58,0.58,1,2,8400480026,4
"27",4,"USA",2,"USA",840,840,303,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,3,1,3,2,1,1,4,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,7,10,2,4,3,2,2,2,1,2,1,2,1,2,1,1,4,2,4,2,4,5,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,4,4,3,1,4,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,4,2,7,5,6,4,7,2,1,1,3,3,2,3,2,3,2,2,2,2,2,3,2,2,7,3,3,4,1,1,4,4,4,2,2,1,2,2,3,2,2,3,2,1,2,2e+07,2,2,1,1,1,1,2,1,1,1,1,1,10,1,1,2,5,4,3,4,1,1,1,1,10,10,10,10,10,10,3,1,1,1,1105,1240,840002,840002,840001,NA,2,1962,37,2,3,9,3,840123,31,2,1,3,2,1,7,2,3,5,840005,3,1220,40,1,8,840002,1999,19991127,840008,NA,1240,0.78534,0.833333,0.78534,5,3,0,0.106934,0.915,0.916667,1,0,0,0,0,1,0,0,0.166667,0.055556,1,0,0,0,0,1,0,0.66,NA,0.37218,0.66,0,1,1,0.666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8400480027,4
